KODE PROVINSI,KODE KAB_KOTA,PROVINSI,KAB_KOTA,SD,SMP,SMA,SMK,PAGU
25,25 20 ,PAPUA,KAB. MAMBERAMO RAYA,14,7,3,0,52229904000
25,25 23 ,PAPUA,KAB. WAROPEN,38,10,0,0,66697498000
25,25 24 ,PAPUA,KAB. YAHUKIMO,284,107,5,3,75336860000
25,25 27 ,PAPUA,KAB. SUPIORI,21,4,10,0,55680507000
25,25 29 ,PAPUA,KAB. LANNY JAYA,57,14,52,5,48409344000
25,25 33 ,PAPUA,KAB. PUNCAK,3,2,2,0,44690540000
25,25 35 ,PAPUA,KAB. INTAN JAYA,2,14,0,0,22034935000
25,25 36 ,PAPUA,KAB. DEIYAI,55,63,32,9,19502941000
25,25 51 ,PAPUA,KOTA JAYAPURA,90,18,1,40,5846026651000
26,26 00 ,BENGKULU,BENGKULU,286,91,119,198,4518470238000
26,26 01 ,BENGKULU,KAB. BENGKULU UTARA,27,12,12,1,177700506000
26,26 02 ,BENGKULU,KAB. BENGKULU SELATAN,70,1,29,3,152255852000
26,26 03 ,BENGKULU,KAB. REJANG LEBONG,21,8,7,13,432186184000
26,26 04 ,BENGKULU,KAB. SELUMA,31,6,10,9,146495783000
26,26 07 ,BENGKULU,KAB. LEBONG,8,13,1,4,92609708000
26,26 08 ,BENGKULU,KAB. KEPAHIANG,15,9,10,2,129519294000
26,26 09 ,BENGKULU,KAB. BENGKULU TENGAH,19,6,12,0,114342501000
26,26 51 ,BENGKULU,KOTA BENGKULU,24,14,12,122,2996945073000
28,28 00 ,MALUKU UTARA,MALUKU UTARA,534,144,103,107,4660169975000
28,28 02 ,MALUKU UTARA,KAB. HALMAHERA TENGAH,56,35,9,0,102158575000
28,28 03 ,MALUKU UTARA,KAB. HALMAHERA UTARA,93,9,9,33,236622752000
28,28 04 ,MALUKU UTARA,KAB. HALMAHERA SELATAN,172,42,62,25,313525688000
28,28 05 ,MALUKU UTARA,KAB. KEPULAUAN SULA,5,10,0,3,235402557000
28,28 06 ,MALUKU UTARA,KAB. HALMAHERA TIMUR,33,10,3,13,140253920000
28,28 07 ,MALUKU UTARA,KAB. HALMAHERA BARAT,50,5,4,3,195281288000
28,28 08 ,MALUKU UTARA,KAB. PULAU MOROTAI,1,1,5,8,188225145000
28,28 09 ,MALUKU UTARA,KAB. PULAU TALIABU,53,16,5,11,58643093000
28,28 51 ,MALUKU UTARA,KOTA TERNATE,34,13,4,7,2705022887000
28,28 53 ,MALUKU UTARA,KOTA TIDORE KEPULAUAN,37,3,2,4,469293927000
29,29 00 ,BANTEN,BANTEN,1397,471,342,580,8494366463000
29,29 01 ,BANTEN,KAB. SERANG,181,161,137,71,829150925000
29,29 02 ,BANTEN,KAB. PANDEGLANG,249,92,41,76,660741274000
29,29 03 ,BANTEN,KAB. LEBAK,204,85,29,23,481176870000
29,29 04 ,BANTEN,KAB. TANGERANG,408,88,93,332,1200920831000
29,29 51 ,BANTEN,KOTA TANGERANG,111,6,8,12,1409376697000
29,29 52 ,BANTEN,KOTA CILEGON,9,2,4,37,339438029000
29,29 53 ,BANTEN,KOTA SERANG,143,23,16,27,2742979485000
30,30 00 ,KEPULAUAN BANGKA BELITUNG,KEPULAUAN BANGKA BELITUNG,231,31,23,51,395432550000
30,30 01 ,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG,14,1,1,16,245890798000
30,30 02 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA,71,4,6,3,274078775000
30,30 03 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA BARAT,39,14,5,9,122947720000
30,30 04 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA TENGAH,16,3,1,1,143217706000
30,30 05 ,KEPULAUAN BANGKA BELITUNG,KAB. BANGKA SELATAN,42,6,10,19,104761415000
30,30 06 ,KEPULAUAN BANGKA BELITUNG,KAB. BELITUNG TIMUR,16,2,0,0,103048714000
30,30 51 ,KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,33,1,0,3,1856953417000
31,31 00 ,GORONTALO,GORONTALO,518,183,168,149,5027118670000
31,31 01 ,GORONTALO,KAB. GORONTALO,137,61,42,24,459528945000
31,31 02 ,GORONTALO,KAB. BOALEMO,106,27,44,24,145027103000
31,31 04 ,GORONTALO,KAB. BONE BOLANGO,86,45,27,17,194922669000
31,31 07 ,GORONTALO,KAB. GORONTALO UTARA,58,17,20,60,190284232000
31,31 51 ,GORONTALO,KOTA GORONTALO,28,14,6,14,3901159863000
32,32 00 ,KEPULAUAN RIAU,KEPULAUAN RIAU,271,19,61,8,8572641079000
32,32 01 ,KEPULAUAN RIAU,KAB. BINTAN,35,0,1,2,232229942000
32,32 02 ,KEPULAUAN RIAU,KAB. KARIMUN,32,3,2,0,225143805000
32,32 03 ,KEPULAUAN RIAU,KAB. NATUNA,4,3,4,0,255547829000
32,32 04 ,KEPULAUAN RIAU,KAB. LINGGA,2,1,1,0,149963058000
32,32 51 ,KEPULAUAN RIAU,KOTA BATAM,169,10,52,5,5236421900000
33,33 00 ,PAPUA BARAT,PAPUA BARAT,584,112,72,75,5723145330000
33,33 01 ,PAPUA BARAT,KAB. MANOKWARI,25,6,7,17,2463349917000
33,33 02 ,PAPUA BARAT,KAB. SORONG,96,9,13,3,260999849000
33,33 04 ,PAPUA BARAT,KAB. SORONG SELATAN,32,2,0,0,84937684000
33,33 05 ,PAPUA BARAT,KAB. RAJA AMPAT,27,9,7,9,115841013000
33,33 06 ,PAPUA BARAT,KAB. TELUK BINTUNI,59,20,0,6,335309435000
33,33 07 ,PAPUA BARAT,KAB. TELUK WONDAMA,73,5,0,0,96431217000
33,33 08 ,PAPUA BARAT,KAB. KAIMANA,25,4,0,0,194916133000
33,33 09 ,PAPUA BARAT,KAB. TAMBRAUW,26,7,13,1,58056733000
33,33 10 ,PAPUA BARAT,KAB. MAYBRAT,3,13,1,0,91325002000
33,33 11 ,PAPUA BARAT,KAB. PEGUNUNGAN ARFAK,35,7,0,0,41350968000
33,33 12 ,PAPUA BARAT,KAB. MANOKWARI SELATAN,23,5,4,0,121325707000
33,33 51 ,PAPUA BARAT,KOTA SORONG,128,15,17,31,1312025364000
34,34 01 ,SULAWESI BARAT,KAB. MAJENE,42,12,40,106,513388171000
34,34 02 ,SULAWESI BARAT,KAB. MAMUJU,104,32,12,7,905257631000
34,34 03 ,SULAWESI BARAT,KAB. PASANGKAYU,59,40,4,30,140238875000
34,34 04 ,SULAWESI BARAT,KAB. POLEWALI MANDAR,98,57,6,14,308469559000
34,34 05 ,SULAWESI BARAT,KAB. MAMASA,40,19,20,186,141582856000
34,34 06 ,SULAWESI BARAT,KAB. MAMUJU TENGAH,59,6,0,13,109432235000
35,35 00 ,KALIMANTAN UTARA,KALIMANTAN UTARA,162,39,16,16,3293591130000
35,35 01 ,KALIMANTAN UTARA,KAB. BULUNGAN,30,2,2,2,1545916656000
35,35 02 ,KALIMANTAN UTARA,KAB. NUNUKAN,70,18,6,8,375020758000
35,35 03 ,KALIMANTAN UTARA,KAB. MALINAU,32,13,6,0,182567079000
35,35 04 ,KALIMANTAN UTARA,KAB. TANA TIDUNG,6,0,0,1,30153285000
35,35 51 ,KALIMANTAN UTARA,KOTA TARAKAN,24,6,2,5,1159933352000
36,36 01 ,PAPUA SELATAN,KAB. MERAUKE,156,93,26,53,543563731000
36,36 02 ,PAPUA SELATAN,KAB. BOVEN DIGOEL,123,1,2,0,147457299000
36,36 03 ,PAPUA SELATAN,KAB. MAPPI,243,26,1,11,89239712000
36,36 04 ,PAPUA SELATAN,KAB. ASMAT,252,10,0,0,96800395000
37,37 01 ,PAPUA TENGAH,KAB. MIMIKA,123,50,8,10,502217688000
37,37 02 ,PAPUA TENGAH,KAB. NABIRE,47,30,14,9,484966526000
37,37 03 ,PAPUA TENGAH,KAB. PANIAI,237,8,111,3,43929034000
37,37 04 ,PAPUA TENGAH,KAB. PUNCAK JAYA,214,16,0,0,58339446000
37,37 05 ,PAPUA TENGAH,KAB. PUNCAK,3,2,2,0,162967378000
37,37 06 ,PAPUA TENGAH,KAB. DOGIYAI,175,35,0,8,23284558000
37,37 07 ,PAPUA TENGAH,KAB. INTAN JAYA,2,14,0,0,28789359000
37,37 08 ,PAPUA TENGAH,KAB. DEIYAI,55,63,32,9,30744392000
38,38 01 ,PAPUA PEGUNUNGAN,KAB. JAYAWIJAYA,36,136,59,86,612255695000
38,38 02 ,PAPUA PEGUNUNGAN,KAB. YAHUKIMO,284,107,5,3,209196780000
38,38 03 ,PAPUA PEGUNUNGAN,KAB. TOLIKARA,12,117,2,0,94322341000
38,38 04 ,PAPUA PEGUNUNGAN,KAB. MAMBERAMO TENGAH,23,8,2,0,22696430000
38,38 05 ,PAPUA PEGUNUNGAN,KAB. YALIMO,24,18,0,0,98587459000
38,38 06 ,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,232,4,0,5,248418889000
38,38 07 ,PAPUA PEGUNUNGAN,KAB. LANNY JAYA,57,14,52,5,46497400000
38,38 08 ,PAPUA PEGUNUNGAN,KAB. NDUGA,41,0,3,0,13440038000
39,39 02 ,PAPUA BARAT DAYA,KAB. SORONG,96,9,13,3,3828957000
39,39 03 ,PAPUA BARAT DAYA,KAB. SORONG SELATAN,32,2,0,0,20061676000
39,39 04 ,PAPUA BARAT DAYA,KAB. RAJA AMPAT,27,9,7,9,19265177000
39,39 05 ,PAPUA BARAT DAYA,KAB. TAMBRAUW,26,7,13,1,6689986000
39,39 06 ,PAPUA BARAT DAYA,KAB. MAYBRAT,3,13,1,0,3773180000
39,39 51 ,PAPUA BARAT DAYA,KOTA SORONG,128,15,17,31,574152293000
